Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal Disease, all ages†, Confirmed, Current week","Invasive Pneumococcal Disease, all ages†, Confirmed, Current week, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Med","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Max","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2018","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2018, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2017","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2017, flag","Invasive Pneumococcal Disease, all ages†, Probable, Current week","Invasive Pneumococcal Disease, all ages†, Probable, Current week, flag","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Med","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Max","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2018","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2018, flag","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2017","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2017, flag",Location 1,Location 2
TEXAS,2018,40,11,,30,,276,,1319,,1099,,,-,0,,2,,14,,8,,"TEXAS
(31.827233, -99.423022)",
GEORGIA,2018,40,3,,17,,42,,641,,698,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MONTANA,2018,40,2,,2,,7,,89,,73,,,-,0,,1,,,-,2,,"MONTANA
(47.062617, -109.430168)",
KANSAS,2018,40,,-,4,,11,,173,,208,,,-,0,,1,,4,,2,,"KANSAS
(38.345528, -98.201847)",
ALABAMA,2018,40,,-,7,,32,,304,,295,,,-,0,,1,,1,,,-,"ALABAMA
(32.839182, -86.631125)",
NEW JERSEY,2018,40,1,,8,,28,,296,,492,,,-,0,,3,,16,,11,,"NEW JERSEY
(40.104655, -74.386686)",
HAWAII,2018,40,1,,1,,5,,66,,76,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
DIST. OF COL.,2018,40,,-,1,,4,,51,,44,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
VIRGIN ISL.,2018,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
DELAWARE,2018,40,,-,1,,5,,64,,49,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
COLORADO,2018,40,9,,12,,37,,512,,437,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MISSISSIPPI,2018,40,2,,5,,15,,220,,186,,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.738663, -89.537312)",
ALASKA,2018,40,1,,3,,7,,106,,88,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
IDAHO,2018,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
OHIO,2018,40,11,,23,,62,,961,,871,,1,,0,,3,,28,,3,,"OHIO
(40.056807, -82.405897)",
OKLAHOMA,2018,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
C.N.M.I.,2018,40,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MINNESOTA,2018,40,,-,0,,18,,15,,333,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
MICHIGAN,2018,40,,-,15,,41,,531,,684,,,-,0,,2,,13,,15,,"MICHIGAN
(44.66399, -84.711206)",
PENNSYLVANIA,2018,40,4,,10,,26,,428,,415,,,-,0,,3,,13,,27,,"PENNSYLVANIA
(40.789676, -77.858055)",
ARKANSAS,2018,40,4,,6,,48,,261,,257,,,-,0,,1,,1,,,-,"ARKANSAS
(34.748745, -92.275105)",
VIRGINIA,2018,40,,-,0,,3,,11,,21,,,-,0,,1,,1,,,-,"VIRGINIA
(37.542699, -78.45822)",
UNITED STATES,2018,41,92,,370,,1072,,13911,,14332,,4,,4,,13,,199,,115,,,
NEW ENGLAND,2018,41,,-,24,,59,,823,,912,,,-,0,,1,,3,,5,,,
MID. ATLANTIC,2018,41,18,,53,,153,,1963,,2092,,,-,1,,3,,43,,45,,,
NEW YORK CITY,2018,41,,-,13,,30,,531,,510,,,-,0,,2,,4,,3,,,
E.N. CENTRAL,2018,41,17,,62,,148,,2411,,2528,,1,,1,,3,,43,,21,,,
W.N. CENTRAL,2018,41,1,,29,,64,,946,,1309,,1,,1,,6,,44,,17,,,
S. ATLANTIC,2018,41,12,,61,,170,,2384,,2565,,2,,0,,3,,27,,13,,,
E.S. CENTRAL,2018,41,,-,36,,101,,1477,,1454,,,-,0,,1,,5,,2,,,
W.S. CENTRAL,2018,41,27,,43,,336,,1968,,1606,,,-,0,,2,,17,,8,,,
MOUNTAIN,2018,41,13,,42,,122,,1760,,1697,,,-,0,,2,,17,,4,,,
PACIFIC,2018,41,4,,5,,9,,179,,169,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2018,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
C.N.M.I.,2018,41,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
IDAHO,2018,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MISSOURI,2018,41,1,,12,,40,,535,,452,,1,,1,,5,,36,,11,,"MISSOURI
(38.636168, -92.566292)",
OKLAHOMA,2018,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
MAINE,2018,41,,-,2,,10,,104,,101,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NORTH CAROLINA,2018,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
ALASKA,2018,41,4,,3,,7,,113,,91,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
TEXAS,2018,41,17,,30,,276,,1340,,1121,,,-,0,,2,,14,,8,,"TEXAS
(31.827233, -99.423022)",
LOUISIANA,2018,41,,-,8,,27,,357,,220,,,-,0,,2,,2,,,-,"LOUISIANA
(31.2931, -92.463284)",
OREGON,2018,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
CALIFORNIA,2018,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
CONNECTICUT,2018,41,,-,4,,16,,166,,189,,,-,0,,0,,,-,5,,"CONNECTICUT
(41.544654, -72.651713)",
NORTH DAKOTA,2018,41,,-,1,,5,,47,,66,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ARKANSAS,2018,41,10,,6,,48,,271,,265,,,-,0,,1,,1,,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW MEXICO,2018,41,1,,5,,20,,235,,244,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
HAWAII,2018,41,,-,1,,5,,66,,78,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
GUAM,2018,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OHIO,2018,41,8,,23,,62,,969,,890,,1,,1,,3,,29,,3,,"OHIO
(40.056807, -82.405897)",
WASHINGTON,2018,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
DIST. OF COL.,2018,41,,-,1,,4,,52,,47,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW HAMPSHIRE,2018,41,,-,3,,6,,85,,72,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
COLORADO,2018,41,7,,12,,37,,519,,446,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
GEORGIA,2018,41,1,,19,,44,,686,,722,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
PENNSYLVANIA,2018,41,3,,10,,26,,430,,422,,,-,0,,3,,14,,27,,"PENNSYLVANIA
(40.789676, -77.858055)",
VIRGINIA,2018,41,,-,0,,3,,11,,21,,,-,0,,1,,1,,,-,"VIRGINIA
(37.542699, -78.45822)",
DELAWARE,2018,41,,-,1,,5,,64,,49,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
SOUTH CAROLINA,2018,41,,-,12,,32,,454,,725,,,-,0,,2,,11,,4,,"SOUTH CAROLINA
(34.009286, -81.037094)",
VIRGIN ISL.,2018,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
KENTUCKY,2018,41,,-,8,,28,,319,,258,,,-,0,,1,,2,,1,,"KENTUCKY
(37.64591, -84.774043)",
MASSACHUSETTS,2018,41,,-,9,,23,,379,,468,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW YORK,2018,41,14,,16,,86,,699,,653,,,-,0,,1,,8,,4,,"NEW YORK
(42.826892, -75.544286)",
FLORIDA,2018,41,6,,12,,52,,512,,442,,2,,0,,2,,11,,4,,"FLORIDA
(28.915325, -81.922409)",
SOUTH DAKOTA,2018,41,,-,2,,9,,67,,99,,,-,0,,1,,2,,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEVADA,2018,41,,-,1,,11,,53,,196,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
WISCONSIN,2018,41,8,,9,,25,,367,,381,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
VERMONT,2018,41,,-,1,,5,,53,,37,,,-,0,,1,,2,,,-,"VERMONT
(43.622479, -72.51927)",
NEBRASKA,2018,41,,-,3,,9,,108,,136,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
PUERTO RICO,2018,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MONTANA,2018,41,2,,2,,7,,92,,77,,,-,0,,1,,,-,2,,"MONTANA
(47.062617, -109.430168)",
INDIANA,2018,41,,-,13,,39,,532,,563,,,-,0,,1,,,-,3,,"INDIANA
(39.76845, -86.156212)",
WEST VIRGINIA,2018,41,,-,5,,16,,214,,185,,,-,0,,1,,1,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MINNESOTA,2018,41,,-,0,,18,,15,,346,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
ILLINOIS,2018,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
MISSISSIPPI,2018,41,,-,5,,15,,220,,190,,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.738663, -89.537312)",
KANSAS,2018,41,,-,4,,11,,174,,210,,,-,0,,1,,4,,2,,"KANSAS
(38.345528, -98.201847)",
RHODE ISLAND,2018,41,,-,1,,10,,36,,45,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
IOWA,2018,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
NEW JERSEY,2018,41,1,,7,,28,,303,,507,,,-,0,,3,,17,,11,,"NEW JERSEY
(40.104655, -74.386686)",
UTAH,2018,41,1,,5,,12,,172,,196,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
TENNESSEE,2018,41,,-,15,,43,,632,,706,,,-,0,,1,,2,,,-,"TENNESSEE
(35.681402, -85.774444)",
MICHIGAN,2018,41,1,,14,,41,,543,,694,,,-,0,,2,,14,,15,,"MICHIGAN
(44.66399, -84.711206)",
ALABAMA,2018,41,,-,7,,32,,306,,300,,,-,0,,1,,1,,,-,"ALABAMA
(32.839182, -86.631125)",
WYOMING,2018,41,,-,0,,3,,19,,25,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MARYLAND,2018,41,5,,9,,27,,391,,374,,,-,0,,1,,3,,5,,"MARYLAND
(39.290443, -76.612333)",
ARIZONA,2018,41,2,,14,,56,,670,,513,,,-,0,,2,,15,,1,,"ARIZONA
(34.869712, -111.760902)",
UNITED STATES,2018,42,102,,370,,1072,,14067,,14618,,1,,4,,13,,204,,116,,,
NEW ENGLAND,2018,42,2,,24,,59,,827,,934,,,-,0,,1,,3,,5,,,
MID. ATLANTIC,2018,42,41,,53,,153,,2027,,2131,,,-,1,,3,,48,,45,,,
NEW YORK CITY,2018,42,12,,13,,30,,559,,520,,,-,0,,2,,4,,3,,,
E.N. CENTRAL,2018,42,18,,62,,148,,2435,,2577,,,-,1,,3,,43,,21,,,
W.N. CENTRAL,2018,42,3,,29,,64,,953,,1337,,,-,1,,6,,44,,18,,,
S. ATLANTIC,2018,42,12,,61,,170,,2403,,2626,,,-,0,,3,,27,,13,,,
E.S. CENTRAL,2018,42,3,,36,,101,,1486,,1470,,,-,0,,1,,5,,2,,,
W.S. CENTRAL,2018,42,5,,43,,336,,1973,,1638,,1,,0,,2,,18,,8,,,
MOUNTAIN,2018,42,15,,42,,122,,1779,,1733,,,-,0,,2,,16,,4,,,
PACIFIC,2018,42,3,,5,,9,,184,,172,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2018,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
OHIO,2018,42,16,,23,,62,,985,,906,,,-,1,,3,,29,,3,,"OHIO
(40.056807, -82.405897)",
MASSACHUSETTS,2018,42,,-,9,,23,,379,,477,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
VIRGIN ISL.,2018,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
GEORGIA,2018,42,2,,19,,44,,688,,741,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
TENNESSEE,2018,42,,-,15,,43,,632,,711,,,-,0,,1,,2,,,-,"TENNESSEE
(35.681402, -85.774444)",
GUAM,2018,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
CALIFORNIA,2018,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
MISSISSIPPI,2018,42,3,,5,,15,,225,,191,,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.738663, -89.537312)",
WEST VIRGINIA,2018,42,,-,5,,16,,214,,192,,,-,0,,1,,1,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
DIST. OF COL.,2018,42,,-,1,,4,,52,,47,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
C.N.M.I.,2018,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
HAWAII,2018,42,1,,1,,5,,69,,79,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
OKLAHOMA,2018,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
UTAH,2018,42,1,,4,,12,,176,,197,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
NEBRASKA,2018,42,,-,3,,9,,108,,137,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
NORTH CAROLINA,2018,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH CAROLINA,2018,42,,-,12,,32,,454,,736,,,-,0,,2,,11,,4,,"SOUTH CAROLINA
(34.009286, -81.037094)",
COLORADO,2018,42,9,,12,,37,,528,,456,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
ALABAMA,2018,42,,-,7,,32,,310,,307,,,-,0,,1,,1,,,-,"ALABAMA
(32.839182, -86.631125)",
NEW YORK,2018,42,25,,16,,86,,724,,661,,,-,0,,1,,8,,4,,"NEW YORK
(42.826892, -75.544286)",
ARKANSAS,2018,42,1,,6,,48,,272,,268,,,-,0,,1,,1,,,-,"ARKANSAS
(34.748745, -92.275105)",
LOUISIANA,2018,42,,-,8,,27,,357,,230,,,-,0,,2,,2,,,-,"LOUISIANA
(31.2931, -92.463284)",
PUERTO RICO,2018,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH DAKOTA,2018,42,,-,2,,9,,67,,108,,,-,0,,1,,2,,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WASHINGTON,2018,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NEW MEXICO,2018,42,,-,5,,20,,235,,253,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
WYOMING,2018,42,,-,0,,3,,19,,26,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
VIRGINIA,2018,42,,-,0,,3,,11,,23,,,-,0,,1,,1,,,-,"VIRGINIA
(37.542699, -78.45822)",
VERMONT,2018,42,,-,1,,5,,53,,39,,,-,0,,1,,2,,,-,"VERMONT
(43.622479, -72.51927)",
IOWA,2018,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
MAINE,2018,42,,-,2,,10,,104,,105,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
ARIZONA,2018,42,5,,14,,56,,676,,522,,,-,0,,2,,14,,1,,"ARIZONA
(34.869712, -111.760902)",
NEVADA,2018,42,,-,1,,11,,53,,200,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
WISCONSIN,2018,42,2,,9,,25,,375,,388,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NEW JERSEY,2018,42,,-,7,,28,,310,,519,,,-,0,,3,,16,,11,,"NEW JERSEY
(40.104655, -74.386686)",
KANSAS,2018,42,,-,4,,11,,175,,212,,,-,0,,2,,5,,2,,"KANSAS
(38.345528, -98.201847)",
MARYLAND,2018,42,1,,9,,27,,393,,383,,,-,0,,1,,3,,5,,"MARYLAND
(39.290443, -76.612333)",
DELAWARE,2018,42,,-,2,,5,,70,,50,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ILLINOIS,2018,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
RHODE ISLAND,2018,42,,-,1,,10,,36,,50,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
PENNSYLVANIA,2018,42,4,,10,,26,,434,,431,,,-,0,,3,,20,,27,,"PENNSYLVANIA
(40.789676, -77.858055)",
CONNECTICUT,2018,42,,-,4,,16,,168,,191,,,-,0,,0,,,-,5,,"CONNECTICUT
(41.544654, -72.651713)",
FLORIDA,2018,42,9,,12,,52,,521,,454,,,-,0,,2,,11,,4,,"FLORIDA
(28.915325, -81.922409)",
NORTH DAKOTA,2018,42,,-,1,,5,,47,,66,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
TEXAS,2018,42,4,,30,,276,,1344,,1140,,1,,0,,2,,15,,8,,"TEXAS
(31.827233, -99.423022)",
MISSOURI,2018,42,3,,12,,40,,540,,457,,,-,1,,5,,35,,12,,"MISSOURI
(38.636168, -92.566292)",
MICHIGAN,2018,42,,-,14,,41,,543,,712,,,-,0,,2,,14,,15,,"MICHIGAN
(44.66399, -84.711206)",
OREGON,2018,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
ALASKA,2018,42,2,,3,,7,,115,,93,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MINNESOTA,2018,42,,-,0,,18,,16,,357,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
MONTANA,2018,42,,-,2,,7,,92,,79,,,-,0,,1,,,-,2,,"MONTANA
(47.062617, -109.430168)",
KENTUCKY,2018,42,,-,8,,28,,319,,261,,,-,0,,1,,2,,1,,"KENTUCKY
(37.64591, -84.774043)",
IDAHO,2018,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
INDIANA,2018,42,,-,13,,39,,532,,571,,,-,0,,1,,,-,3,,"INDIANA
(39.76845, -86.156212)",
NEW HAMPSHIRE,2018,42,2,,3,,6,,87,,72,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UNITED STATES,2018,43,144,,369,,1072,,14398,,14881,,2,,4,,13,,207,,121,,,
NEW ENGLAND,2018,43,,-,24,,59,,860,,948,,,-,0,,1,,3,,5,,,
MID. ATLANTIC,2018,43,39,,52,,153,,2080,,2182,,,-,1,,3,,47,,47,,,
NEW YORK CITY,2018,43,15,,13,,30,,574,,535,,,-,0,,2,,4,,3,,,
E.N. CENTRAL,2018,43,20,,63,,148,,2494,,2616,,1,,1,,3,,45,,22,,,
W.N. CENTRAL,2018,43,6,,27,,64,,976,,1366,,1,,1,,6,,45,,19,,,
S. ATLANTIC,2018,43,19,,61,,170,,2436,,2657,,,-,0,,3,,27,,14,,,
E.S. CENTRAL,2018,43,6,,36,,101,,1547,,1499,,,-,0,,1,,6,,2,,,
W.S. CENTRAL,2018,43,31,,43,,336,,2013,,1668,,,-,0,,2,,18,,8,,,
MOUNTAIN,2018,43,23,,42,,122,,1808,,1770,,,-,0,,2,,16,,4,,,
PACIFIC,2018,43,,-,5,,9,,184,,175,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2018,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
MICHIGAN,2018,43,1,,15,,41,,581,,721,,,-,0,,2,,15,,16,,"MICHIGAN
(44.66399, -84.711206)",
WASHINGTON,2018,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
CALIFORNIA,2018,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
MONTANA,2018,43,2,,2,,7,,94,,82,,,-,0,,1,,,-,2,,"MONTANA
(47.062617, -109.430168)",
VIRGIN ISL.,2018,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MAINE,2018,43,,-,2,,10,,104,,106,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
ILLINOIS,2018,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
WYOMING,2018,43,,-,0,,3,,21,,26,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
C.N.M.I.,2018,43,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEBRASKA,2018,43,,-,3,,9,,108,,140,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
ARIZONA,2018,43,10,,14,,56,,686,,528,,,-,0,,2,,14,,1,,"ARIZONA
(34.869712, -111.760902)",
WEST VIRGINIA,2018,43,,-,5,,16,,215,,193,,,-,0,,1,,1,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MARYLAND,2018,43,3,,9,,27,,399,,391,,,-,0,,1,,3,,5,,"MARYLAND
(39.290443, -76.612333)",
GUAM,2018,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH CAROLINA,2018,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
VERMONT,2018,43,,-,1,,5,,53,,40,,,-,0,,1,,2,,,-,"VERMONT
(43.622479, -72.51927)",
SOUTH DAKOTA,2018,43,3,,2,,6,,79,,109,,,-,0,,1,,2,,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW JERSEY,2018,43,,-,7,,28,,319,,531,,,-,0,,3,,16,,12,,"NEW JERSEY
(40.104655, -74.386686)",
NEVADA,2018,43,,-,1,,11,,53,,207,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
OKLAHOMA,2018,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
MINNESOTA,2018,43,1,,0,,18,,19,,367,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
ALASKA,2018,43,,-,3,,7,,115,,95,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
PENNSYLVANIA,2018,43,4,,10,,26,,442,,441,,,-,0,,3,,20,,28,,"PENNSYLVANIA
(40.789676, -77.858055)",
PUERTO RICO,2018,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ALABAMA,2018,43,,-,7,,32,,319,,321,,,-,0,,1,,1,,,-,"ALABAMA
(32.839182, -86.631125)",
KENTUCKY,2018,43,1,,8,,28,,332,,266,,,-,0,,1,,2,,1,,"KENTUCKY
(37.64591, -84.774043)",
NEW MEXICO,2018,43,2,,5,,20,,239,,257,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
LOUISIANA,2018,43,,-,8,,27,,359,,236,,,-,0,,2,,2,,,-,"LOUISIANA
(31.2931, -92.463284)",
CONNECTICUT,2018,43,,-,4,,16,,168,,192,,,-,0,,0,,,-,5,,"CONNECTICUT
(41.544654, -72.651713)",
HAWAII,2018,43,,-,1,,5,,69,,80,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
VIRGINIA,2018,43,1,,0,,3,,12,,23,,,-,0,,1,,1,,,-,"VIRGINIA
(37.542699, -78.45822)",
INDIANA,2018,43,,-,13,,39,,532,,581,,,-,0,,1,,,-,3,,"INDIANA
(39.76845, -86.156212)",
MISSOURI,2018,43,2,,12,,40,,545,,465,,1,,1,,5,,36,,13,,"MISSOURI
(38.636168, -92.566292)",
RHODE ISLAND,2018,43,,-,1,,10,,38,,51,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
UTAH,2018,43,1,,4,,12,,179,,203,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
OREGON,2018,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
KANSAS,2018,43,,-,4,,11,,177,,215,,,-,0,,2,,5,,2,,"KANSAS
(38.345528, -98.201847)",
OHIO,2018,43,16,,23,,62,,1001,,924,,1,,1,,3,,30,,3,,"OHIO
(40.056807, -82.405897)",
TEXAS,2018,43,18,,30,,276,,1366,,1158,,,-,0,,2,,15,,8,,"TEXAS
(31.827233, -99.423022)",
DELAWARE,2018,43,1,,2,,5,,72,,51,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
FLORIDA,2018,43,9,,12,,52,,530,,460,,,-,0,,2,,11,,5,,"FLORIDA
(28.915325, -81.922409)",
NEW YORK,2018,43,20,,17,,86,,745,,675,,,-,0,,1,,7,,4,,"NEW YORK
(42.826892, -75.544286)",
